"repository","url","name","owner","description","language","license_spdx_id","license_name","license_osi_approved","stars","issues","created_at","updated_at","first_commit_at","last_commit_at","activity_months","ai_ml_match_topics","has_pre_gdpr_activity","has_post_gdpr_activity"
"OpenNMT/OpenNMT-py","https://github.com/OpenNMT/OpenNMT-py","OpenNMT-py","OpenNMT","Open Source Neural Machine Translation and (Large) Language Models in PyTorch","Python","MIT","MIT License","true",7014,1440,"2/22/17 19:01","8/31/26 8:47","8/24/16 3:38","6/27/24 17:56",94.09,"deep-learning","true","true"
"deepchem/deepchem","https://github.com/deepchem/deepchem","deepchem","deepchem","Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology","Python","MIT","MIT License","true",6973,1831,"9/24/15 23:20","9/2/26 9:20","9/25/15 0:02","8/20/26 19:01",130.81,"deep-learning","true","true"
"PaddlePaddle/models","https://github.com/PaddlePaddle/models","models","PaddlePaddle","Officially maintained, supported by PaddlePaddle, including CV, NLP, Speech, Rec, TS, big models and so on.","Python","Apache-2.0","Apache License 2.0","true",6933,1984,"4/20/17 13:30","9/1/26 11:20","4/20/17 13:30","1/15/25 17:54",92.87,"deep-learning","true","true"
"yandexdataschool/Practical_RL","https://github.com/yandexdataschool/Practical_RL","Practical_RL","yandexdataschool","A course in reinforcement learning in the wild","Jupyter Notebook","Unlicense","The Unlicense","true",6566,188,"1/23/17 16:18","8/31/26 22:14","1/23/17 16:18","3/31/26 20:00",110.18,"deep-learning","true","true"
"tensorflow/serving","https://github.com/tensorflow/serving","serving","tensorflow","A flexible, high-performance serving system for machine learning models","C++","Apache-2.0","Apache License 2.0","true",6360,1487,"1/26/16 21:48","8/30/26 6:08","2/12/16 1:15","8/30/26 6:07",126.54,"deep-learning; machine-learning","true","true"
"tensorpack/tensorpack","https://github.com/tensorpack/tensorpack","tensorpack","tensorpack","A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility","Python","Apache-2.0","Apache License 2.0","true",6285,1353,"12/25/15 23:08","8/31/26 22:53","12/25/15 23:08","8/6/23 0:30",91.33,"deep-learning; machine-learning","true","true"
"ufoym/deepo","https://github.com/ufoym/deepo","deepo","ufoym","Setup and customize deep learning environment in seconds.","Python","MIT","MIT License","true",6277,124,"10/27/17 11:41","8/30/26 5:50","10/27/17 11:41","3/25/26 15:09",100.89,"deep-learning","true","true"
"szad670401/HyperLPR","https://github.com/szad670401/HyperLPR","HyperLPR","szad670401","High Performance Chinese License Plate Recognition Framework.","C++","Apache-2.0","Apache License 2.0","true",6259,350,"9/24/17 5:44","9/1/26 10:02","9/24/17 5:44","7/27/24 15:16",82.06,"deep-learning","true","true"
"thtrieu/darkflow","https://github.com/thtrieu/darkflow","darkflow","thtrieu","Translate darknet to tensorflow. Load trained weights, retrain/fine-tune using tensorflow, export constant graph def to mobile devices","Python","GPL-3.0","GNU General Public License v3.0","true",6139,1076,"8/16/16 5:54","8/26/26 20:29","8/16/16 5:39","2/25/20 1:21",42.28,"deep-learning; machine-learning","true","true"
"chainer/chainer","https://github.com/chainer/chainer","chainer","chainer","A flexible framework of neural networks for deep learning","Python","MIT","MIT License","true",5923,2047,"6/5/15 5:50","8/29/26 21:05","4/12/15 14:23","10/17/22 2:17",90.14,"deep-learning; machine-learning","true","true"
"dmlc/gluon-cv","https://github.com/dmlc/gluon-cv","gluon-cv","dmlc","Gluon CV Toolkit","Python","Apache-2.0","Apache License 2.0","true",5915,834,"2/26/18 1:33","8/29/26 8:50","2/26/18 1:33","1/19/23 0:37",58.71,"deep-learning; machine-learning","true","true"
"DeepLabCut/DeepLabCut","https://github.com/DeepLabCut/DeepLabCut","DeepLabCut","DeepLabCut","Official implementation of DeepLabCut: Markerless pose estimation of user-defined features with deep learning for all animals incl. humans","Python","LGPL-3.0","GNU Lesser General Public License v3.0","true",5755,2176,"3/26/18 22:29","9/1/26 14:32","4/10/18 21:21","8/26/26 9:49",100.49,"deep-learning","true","true"
"microsoft/SynapseML","https://github.com/microsoft/SynapseML","SynapseML","microsoft","Simple and Distributed Machine Learning Python Library porting ML algorithms for Spark","Scala","MIT","MIT License","true",5245,768,"6/5/17 8:23","9/2/26 7:53","6/2/17 15:10","9/2/26 3:36",110.97,"deep-learning; machine-learning","true","true"
"amdegroot/ssd.pytorch","https://github.com/amdegroot/ssd.pytorch","ssd.pytorch","amdegroot","A PyTorch Implementation of Single Shot MultiBox Detector","Python","MIT","MIT License","true",5222,544,"2/8/17 1:50","8/29/26 12:18","2/8/17 1:50","3/11/19 21:43",25,"deep-learning; machine-learning","true","true"
"mdbloice/Augmentor","https://github.com/mdbloice/Augmentor","Augmentor","mdbloice","Image augmentation library in Python for machine learning.","Python","MIT","MIT License","true",5133,197,"3/1/16 18:29","9/2/26 4:20","3/1/16 18:29","3/29/23 7:02",84.86,"deep-learning; machine-learning","true","true"
"grobidOrg/grobid","https://github.com/grobidOrg/grobid","grobid","grobidOrg","A machine learning software for extracting information from scholarly documents","Java","Apache-2.0","Apache License 2.0","true",5114,997,"9/13/12 15:48","9/2/26 21:45","9/13/12 16:09","8/30/26 16:19",167.51,"deep-learning; machine-learning","true","true"
"KaiyangZhou/deep-person-reid","https://github.com/KaiyangZhou/deep-person-reid","deep-person-reid","KaiyangZhou","Torchreid: Deep learning person re-identification in PyTorch.","Python","MIT","MIT License","true",4905,555,"3/11/18 21:14","9/1/26 14:00","3/11/18 21:17","1/9/26 5:23",93.96,"deep-learning; machine-learning","true","true"
"PaddlePaddle/VisualDL","https://github.com/PaddlePaddle/VisualDL","VisualDL","PaddlePaddle","Deep Learning Visualization Toolkit（『飞桨』深度学习可视化工具 ）","HTML","Apache-2.0","Apache License 2.0","true",4883,485,"12/20/17 12:34","9/3/26 1:47","7/11/17 11:16","1/22/25 6:02",90.37,"deep-learning","true","true"
"pytorch/ignite","https://github.com/pytorch/ignite","ignite","pytorch","High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",4780,1463,"11/23/17 17:31","9/1/26 19:58","11/24/17 10:54","9/1/26 19:32",105.22,"deep-learning; machine-learning","true","true"
"suragnair/alpha-zero-general","https://github.com/suragnair/alpha-zero-general","alpha-zero-general","suragnair","A clean implementation based on AlphaZero for any game in any framework + tutorial + Othello/Gobang/TicTacToe/Connect4 and more","Jupyter Notebook","MIT","MIT License","true",4512,186,"12/1/17 2:55","9/2/26 8:16","12/1/17 2:55","1/1/25 19:59",85.02,"deep-learning","true","true"
"tensorflow/probability","https://github.com/tensorflow/probability","probability","tensorflow","Probabilistic reasoning and statistical analysis in TensorFlow","Jupyter Notebook","Apache-2.0","Apache License 2.0","true",4431,1416,"10/23/17 23:50","9/2/26 15:13","2/14/18 1:11","8/6/26 22:18",101.68,"deep-learning; machine-learning","true","true"
"richzhang/PerceptualSimilarity","https://github.com/richzhang/PerceptualSimilarity","PerceptualSimilarity","richzhang","LPIPS metric. pip install lpips","Python","BSD-2-Clause","BSD 2-Clause ""Simplified"" License","true",4272,113,"1/11/18 1:43","8/28/26 13:11","1/11/18 1:44","12/19/23 18:37",71.22,"deep-learning","true","true"
"sksq96/pytorch-summary","https://github.com/sksq96/pytorch-summary","pytorch-summary","sksq96","Model summary in PyTorch similar to `model.summary()` in Keras","Python","MIT","MIT License","true",4052,153,"4/23/18 13:58","9/3/26 2:15","4/23/18 13:59","5/10/21 18:34",36.56,"deep-learning","true","true"
"uxlfoundation/oneDNN","https://github.com/uxlfoundation/oneDNN","oneDNN","uxlfoundation","oneAPI Deep Neural Network Library (oneDNN)","C++","Apache-2.0","Apache License 2.0","true",4043,1447,"5/9/16 23:26","9/2/26 22:35","7/2/16 1:07","9/2/26 7:19",122.01,"deep-learning","true","true"
"kenshohara/3D-ResNets-PyTorch","https://github.com/kenshohara/3D-ResNets-PyTorch","3D-ResNets-PyTorch","kenshohara","3D ResNets for Action Recognition (CVPR 2018)","Python","MIT","MIT License","true",4038,269,"9/14/17 12:14","8/19/26 2:40","9/14/17 12:14","5/11/20 8:56",31.83,"deep-learning","true","true"
"ikostrikov/pytorch-a2c-ppo-acktr-gail","https://github.com/ikostrikov/pytorch-a2c-ppo-acktr-gail","pytorch-a2c-ppo-acktr-gail","ikostrikov","PyTorch implementation of Advantage Actor Critic (A2C), Proximal Policy Optimization (PPO), Scalable trust-region method for deep reinforcement learning using Kronecker-factored approximation (ACKTR) and Generative Adversarial Imitation Learning (GAIL).","Python","MIT","MIT License","true",3904,234,"8/22/17 15:57","9/2/26 18:46","9/7/17 23:45","11/24/21 23:48",50.56,"deep-learning","true","true"
"NTMC-Community/MatchZoo","https://github.com/NTMC-Community/MatchZoo","MatchZoo","NTMC-Community","Facilitating the design, comparison and sharing of deep text matching models.","Python","Apache-2.0","Apache License 2.0","true",3850,463,"6/8/17 8:55","8/27/26 8:18","6/8/17 9:05","6/2/21 17:38",47.8,"deep-learning","true","true"
"google/deepvariant","https://github.com/google/deepvariant","deepvariant","google","DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA sequencing data.","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",3801,1020,"11/23/17 1:56","9/2/26 21:43","12/1/17 21:30","3/19/26 4:57",99.51,"deep-learning; machine-learning","true","true"
"apache/singa","https://github.com/apache/singa","singa","apache","a distributed deep learning platform","C++","Apache-2.0","Apache License 2.0","true",3606,114,"4/2/15 7:00","8/15/26 8:53","4/19/15 6:32","7/7/26 14:09",134.59,"deep-learning","true","true"
"richzhang/colorization","https://github.com/richzhang/colorization","colorization","richzhang","Automatic colorization using deep neural networks. ""Colorful Image Colorization."" In ECCV, 2016.","Python","BSD-2-Clause","BSD 2-Clause ""Simplified"" License","true",3462,104,"3/26/16 2:33","8/28/26 22:47","3/26/16 2:38","9/10/20 21:34",53.52,"deep-learning","true","true"
"PennyLaneAI/pennylane","https://github.com/PennyLaneAI/pennylane","pennylane","PennyLaneAI","PennyLane is an open-source quantum software platform for quantum computing, quantum machine learning, and quantum chemistry. Create meaningful quantum algorithms, from inspiration to implementation.","Python","Apache-2.0","Apache License 2.0","true",3450,1659,"4/17/18 16:45","9/2/26 20:52","4/17/18 16:43","9/2/26 20:36",100.53,"deep-learning; machine-learning","true","true"
"onnx/onnx-tensorrt","https://github.com/onnx/onnx-tensorrt","onnx-tensorrt","onnx","ONNX-TensorRT: TensorRT backend for ONNX","C++","Apache-2.0","Apache License 2.0","true",3229,690,"4/30/18 18:11","9/2/26 10:00","4/30/18 18:11","8/3/26 17:22",99.08,"deep-learning","true","true"
"FudanNLP/fastNLP","https://github.com/FudanNLP/fastNLP","fastNLP","FudanNLP","fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.","Python","Apache-2.0","Apache License 2.0","true",3140,220,"3/7/18 13:30","9/2/26 18:59","3/7/18 13:30","12/13/22 3:52",57.19,"deep-learning","true","true"
"open-mmlab/mmskeleton","https://github.com/open-mmlab/mmskeleton","mmskeleton","open-mmlab","A OpenMMLAB toolbox  for human pose estimation, skeleton-based action recognition, and action synthesis.","Python","Apache-2.0","Apache License 2.0","true",3128,452,"11/21/17 9:01","9/3/26 2:39","1/1/18 7:37","11/17/20 19:42",34.53,"deep-learning","true","true"
"stellargraph/stellargraph","https://github.com/stellargraph/stellargraph","stellargraph","stellargraph","StellarGraph - Machine Learning on Graphs","Python","Apache-2.0","Apache License 2.0","true",3059,1045,"4/13/18 7:35","9/2/26 18:07","4/13/18 7:35","10/29/21 6:15",42.51,"deep-learning; machine-learning","true","true"
"maciejkula/spotlight","https://github.com/maciejkula/spotlight","spotlight","maciejkula","Deep recommender models using PyTorch.","Python","MIT","MIT License","true",3043,111,"6/25/17 18:52","8/17/26 16:21","6/25/17 19:24","2/9/20 21:03",31.5,"deep-learning; machine-learning","true","true"
"raghakot/keras-vis","https://github.com/raghakot/keras-vis","keras-vis","raghakot","Neural network visualization toolkit for keras","Python","MIT","MIT License","true",2991,214,"11/11/16 23:27","8/18/26 1:17","11/11/16 23:27","4/20/20 1:03",41.23,"deep-learning; machine-learning","true","true"
"jeeliz/jeelizFaceFilter","https://github.com/jeeliz/jeelizFaceFilter","jeelizFaceFilter","jeeliz","🎭 Lightweight WebGL & JavaScript library for real-time multi-face detection, tracking and augmented-reality face filters. Supports rotation, mouth-opening and integrates with Three.js, Babylon.js, Canvas2D and CSS3D","JavaScript","Apache-2.0","Apache License 2.0","true",2932,236,"2/16/18 21:43","9/2/26 5:44","2/16/18 21:43","11/14/25 13:50",92.87,"deep-learning","true","true"
"Conchylicultor/DeepQA","https://github.com/Conchylicultor/DeepQA","DeepQA","Conchylicultor","My tensorflow implementation of ""A neural conversational model"", a Deep learning based chatbot","Python","Apache-2.0","Apache License 2.0","true",2910,181,"7/7/16 17:17","8/24/26 5:16","7/7/16 17:17","12/30/22 14:42",77.73,"deep-learning","true","true"
"voxelmorph/voxelmorph","https://github.com/voxelmorph/voxelmorph","voxelmorph","voxelmorph","Unsupervised Learning for Image Registration","Python","Apache-2.0","Apache License 2.0","true",2749,473,"5/14/18 16:19","9/1/26 13:37","5/14/18 16:29","8/17/26 22:35",99.11,"deep-learning; machine-learning","true","true"
"onnx/tensorflow-onnx","https://github.com/onnx/tensorflow-onnx","tensorflow-onnx","onnx","Convert TensorFlow, Keras, Tensorflow.js and Tflite models to ONNX","Jupyter Notebook","Apache-2.0","Apache License 2.0","true",2557,1093,"3/13/18 18:39","9/2/26 15:33","3/13/18 18:39","9/2/26 15:23",101.64,"deep-learning","true","true"
"leggedrobotics/darknet_ros","https://github.com/leggedrobotics/darknet_ros","darknet_ros","leggedrobotics","YOLO ROS: Real-Time Object Detection for ROS","C++","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",2437,341,"3/31/17 17:25","9/1/26 9:29","12/8/16 9:13","6/30/21 7:14",54.66,"deep-learning","true","true"
"microsoft/AutonomousDrivingCookbook","https://github.com/microsoft/AutonomousDrivingCookbook","AutonomousDrivingCookbook","microsoft","Scenarios, tutorials and demos for Autonomous Driving","Jupyter Notebook","MIT","MIT License","true",2436,124,"11/30/17 20:51","8/31/26 8:43","11/30/17 20:51","8/25/25 19:22",92.77,"deep-learning","true","true"
"tryolabs/luminoth","https://github.com/tryolabs/luminoth","luminoth","tryolabs","Deep Learning toolkit for Computer Vision.","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",2403,181,"2/16/17 15:07","8/31/26 8:05","1/25/17 19:06","1/7/20 20:47",35.38,"deep-learning; machine-learning","true","true"
"asyml/texar","https://github.com/asyml/texar","texar","asyml","Toolkit for Machine Learning, Natural Language Processing, and Text Generation, in TensorFlow.  This is part of the CASL project: http://casl-project.ai/","Python","Apache-2.0","Apache License 2.0","true",2388,159,"7/22/17 19:02","8/31/26 22:53","7/22/17 19:02","7/21/26 2:23",107.92,"deep-learning; machine-learning","true","true"
"azavea/raster-vision","https://github.com/azavea/raster-vision","raster-vision","azavea","An open source library and framework for deep learning on satellite and aerial imagery.","Python","Apache-2.0","Apache License 2.0","true",2242,706,"2/2/17 14:31","8/31/26 10:07","2/2/17 14:46","6/4/26 14:55",111.99,"deep-learning; machine-learning","true","true"
"RubixML/ML","https://github.com/RubixML/ML","ML","RubixML","A high-level machine learning and deep learning library for the PHP language.","PHP","MIT","MIT License","true",2204,198,"2/14/18 7:20","9/2/26 16:01","2/14/18 7:21","9/2/26 15:49",102.56,"deep-learning; machine-learning","true","true"
"asappresearch/sru","https://github.com/asappresearch/sru","sru","asappresearch","Training RNNs as Fast as CNNs (https://arxiv.org/abs/1709.02755)","Python","MIT","MIT License","true",2105,135,"8/28/17 20:37","8/27/26 0:30","8/28/17 20:37","5/19/21 15:52",44.65,"deep-learning","true","true"
"zhanghang1989/PyTorch-Encoding","https://github.com/zhanghang1989/PyTorch-Encoding","PyTorch-Encoding","zhanghang1989","A CV toolkit for my papers.","Python","MIT","MIT License","true",2044,359,"5/12/17 18:04","8/21/26 1:16","5/12/17 18:09","12/21/24 5:04",91.29,"deep-learning","true","true"
"deepmodeling/deepmd-kit","https://github.com/deepmodeling/deepmd-kit","deepmd-kit","deepmodeling","A deep learning package for many-body potential energy representation and molecular dynamics","Python","LGPL-3.0","GNU Lesser General Public License v3.0","true",2030,1216,"12/12/17 15:23","9/2/26 20:36","12/12/17 15:22","9/2/26 15:15",104.63,"deep-learning","true","true"
"tinghuiz/SfMLearner","https://github.com/tinghuiz/SfMLearner","SfMLearner","tinghuiz","An unsupervised learning framework for depth and ego-motion estimation from monocular videos","Jupyter Notebook","MIT","MIT License","true",2016,145,"4/25/17 16:38","8/31/26 5:33","4/25/17 16:38","10/26/21 5:58",54.01,"deep-learning","true","true"
"philipperemy/keras-tcn","https://github.com/philipperemy/keras-tcn","keras-tcn","philipperemy","Keras Temporal Convolutional Network. Supports Python and R.","Python","MIT","MIT License","true",2012,182,"3/22/18 2:40","8/25/26 19:04","3/22/18 2:40","6/16/26 12:28",98.82,"deep-learning; machine-learning","true","true"
"GPflow/GPflow","https://github.com/GPflow/GPflow","GPflow","GPflow","Gaussian processes in TensorFlow","Python","Apache-2.0","Apache License 2.0","true",1916,822,"1/14/16 11:29","8/11/26 8:43","1/14/16 11:29","6/16/26 13:25",125.03,"deep-learning; machine-learning","true","true"
"jakeret/tf_unet","https://github.com/jakeret/tf_unet","tf_unet","jakeret","Generic U-Net Tensorflow implementation for image segmentation","Python","GPL-3.0","GNU General Public License v3.0","true",1907,268,"8/12/16 8:02","8/12/26 6:34","8/12/16 8:04","5/5/20 9:29",44.74,"deep-learning","true","true"
"experiencor/keras-yolo2","https://github.com/experiencor/keras-yolo2","keras-yolo2","experiencor","Easy training on custom dataset. Various backends (MobileNet and SqueezeNet) supported. A YOLO demo to detect raccoon run entirely in brower is accessible at https://git.io/vF7vI (not on Windows).","Jupyter Notebook","MIT","MIT License","true",1733,437,"3/22/17 15:08","8/20/26 13:50","3/22/17 15:20","12/31/19 7:52",33.28,"deep-learning","true","true"
"Franck-Dernoncourt/NeuroNER","https://github.com/Franck-Dernoncourt/NeuroNER","NeuroNER","Franck-Dernoncourt","Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.","Python","MIT","MIT License","true",1723,154,"3/7/17 1:24","8/17/26 0:24","3/7/17 1:24","10/2/19 23:26",30.85,"deep-learning; machine-learning","true","true"
"scverse/scvi-tools","https://github.com/scverse/scvi-tools","scvi-tools","scverse","Deep probabilistic analysis of single-cell and spatial omics data","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",1684,1188,"9/6/17 5:39","9/2/26 16:02","9/6/17 5:39","9/2/26 15:50",107.85,"deep-learning","true","true"
"amir-abdi/keras_to_tensorflow","https://github.com/amir-abdi/keras_to_tensorflow","keras_to_tensorflow","amir-abdi","General code to convert a trained keras model into an inference tensorflow model","Python","MIT","MIT License","true",1646,113,"5/10/17 4:43","8/14/26 13:30","5/10/17 4:43","11/23/20 20:22",42.48,"deep-learning; machine-learning","true","true"
"wy1iu/sphereface","https://github.com/wy1iu/sphereface","sphereface","wy1iu","Implementation for <SphereFace: Deep Hypersphere Embedding for Face Recognition> in CVPR'17.","Jupyter Notebook","MIT","MIT License","true",1606,138,"7/19/17 16:46","8/24/26 19:47","7/19/17 16:46","4/10/22 9:39",56.67,"deep-learning","true","true"
"maxpumperla/elephas","https://github.com/maxpumperla/elephas","elephas","maxpumperla","Distributed Deep learning with Keras & Spark","Python","MIT","MIT License","true",1577,161,"8/13/15 12:09","8/15/26 2:14","8/13/15 12:09","8/31/22 1:52",84.56,"deep-learning","true","true"
"yu4u/age-gender-estimation","https://github.com/yu4u/age-gender-estimation","age-gender-estimation","yu4u","Keras implementation of a CNN network for age and gender estimation","Jupyter Notebook","MIT","MIT License","true",1520,129,"4/9/17 16:53","8/10/26 15:40","4/9/17 16:53","8/21/20 13:00",40.37,"deep-learning","true","true"
"geomstats/geomstats","https://github.com/geomstats/geomstats","geomstats","geomstats","Computations and statistics on manifolds with geometric structures.","Python","MIT","MIT License","true",1516,547,"10/25/17 0:44","8/28/26 9:04","10/25/17 0:47","8/21/26 18:26",105.85,"deep-learning; machine-learning","true","true"
"daavoo/pyntcloud","https://github.com/daavoo/pyntcloud","pyntcloud","daavoo","pyntcloud is a Python library for working with 3D point clouds.","Python","MIT","MIT License","true",1500,183,"10/3/16 16:16","8/14/26 10:11","10/3/16 16:14","3/15/25 11:51",101.31,"deep-learning","true","true"
"OpenNMT/OpenNMT-tf","https://github.com/OpenNMT/OpenNMT-tf","OpenNMT-tf","OpenNMT","Neural machine translation and sequence learning using TensorFlow","Python","MIT","MIT License","true",1483,423,"11/2/17 10:53","8/14/26 10:27","7/5/17 14:15","8/4/23 7:47",72.93,"deep-learning","true","true"
"Hironsan/anago","https://github.com/Hironsan/anago","anago","Hironsan","Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.","Python","MIT","MIT License","true",1482,108,"6/26/17 21:28","8/9/26 20:58","6/26/17 9:52","4/1/21 12:34",45.17,"deep-learning; machine-learning","true","true"
"jrzaurin/pytorch-widedeep","https://github.com/jrzaurin/pytorch-widedeep","pytorch-widedeep","jrzaurin","A flexible package for multimodal-deep-learning to combine tabular data with text and images using Wide and Deep models in Pytorch","Python","Apache-2.0","Apache License 2.0","true",1416,171,"10/21/17 8:11","8/20/26 20:58","10/21/17 8:11","4/30/26 14:04",102.27,"deep-learning","true","true"
"mratsim/Arraymancer","https://github.com/mratsim/Arraymancer","Arraymancer","mratsim","A fast, ergonomic and portable tensor library in Nim with a deep learning focus for CPU, GPU and embedded devices via OpenMP, Cuda and OpenCL backends","Nim","Apache-2.0","Apache License 2.0","true",1407,357,"4/13/17 17:10","7/17/26 8:33","4/13/17 17:07","5/26/26 20:28",109.4,"deep-learning; machine-learning","true","true"
"doonny/PipeCNN","https://github.com/doonny/PipeCNN","PipeCNN","doonny","An OpenCL-based FPGA Accelerator for Convolutional Neural Networks","C","Apache-2.0","Apache License 2.0","true",1387,178,"11/7/16 12:41","8/28/26 10:51","11/7/16 12:41","2/14/22 23:59",63.24,"deep-learning","true","true"
"CSTR-Edinburgh/merlin","https://github.com/CSTR-Edinburgh/merlin","merlin","CSTR-Edinburgh","This is now the official location of the Merlin project.","Python","Apache-2.0","Apache License 2.0","true",1321,439,"8/10/16 16:47","8/7/26 5:44","8/10/16 16:47","6/27/19 10:25",34.49,"deep-learning","true","true"
"tf-encrypted/tf-encrypted","https://github.com/tf-encrypted/tf-encrypted","tf-encrypted","tf-encrypted","A Framework for Encrypted Machine Learning in TensorFlow","Python","Apache-2.0","Apache License 2.0","true",1242,442,"3/21/18 18:22","8/29/26 13:09","3/21/18 18:23","9/25/24 5:32",78.15,"deep-learning; machine-learning","true","true"
"huoyijie/AdvancedEAST","https://github.com/huoyijie/AdvancedEAST","AdvancedEAST","huoyijie"," AdvancedEAST is an algorithm used for Scene image text detect, which is primarily based on EAST, and the significant improvement was also made, which make long text predictions more accurate.https://github.com/huoyijie/raspberrypi-car","Python","MIT","MIT License","true",1227,122,"5/14/18 1:37","7/13/26 20:15","5/14/18 1:37","3/6/21 8:53",33.74,"deep-learning; machine-learning","true","true"
"awslabs/sockeye","https://github.com/awslabs/sockeye","sockeye","awslabs","Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch","Python","Apache-2.0","Apache License 2.0","true",1216,311,"6/8/17 7:44","8/31/26 8:48","6/8/17 7:44","10/24/24 8:17",88.53,"deep-learning; machine-learning","true","true"
"chainer/chainerrl","https://github.com/chainer/chainerrl","chainerrl","chainer","ChainerRL is a deep reinforcement learning library built on top of Chainer.","Python","MIT","MIT License","true",1199,198,"1/30/17 4:58","8/31/26 22:51","2/22/16 9:40","4/17/21 6:02",61.76,"deep-learning; machine-learning","true","true"
"harvitronix/five-video-classification-methods","https://github.com/harvitronix/five-video-classification-methods","five-video-classification-methods","harvitronix","Code that accompanies my blog post outlining five video classification methods in Keras and TensorFlow","Python","MIT","MIT License","true",1182,122,"3/15/17 6:17","8/14/26 6:34","3/15/17 5:57","5/13/19 22:26",25.92,"deep-learning; machine-learning","true","true"
"eldar/pose-tensorflow","https://github.com/eldar/pose-tensorflow","pose-tensorflow","eldar"," Human Pose estimation with TensorFlow framework ","C++","LGPL-3.0","GNU Lesser General Public License v3.0","true",1141,109,"3/9/17 19:52","7/21/26 12:01","3/9/17 19:51","3/19/19 13:07",24.28,"deep-learning","true","true"
"Dobiasd/frugally-deep","https://github.com/Dobiasd/frugally-deep","frugally-deep","Dobiasd","A lightweight header-only library for using Keras (TensorFlow) models in C++.","C++","MIT","MIT License","true",1129,331,"7/15/16 19:36","9/1/26 1:59","6/29/16 21:07","5/6/26 15:10",118.17,"deep-learning; machine-learning","true","true"
"microsoft/Windows-Machine-Learning","https://github.com/microsoft/Windows-Machine-Learning","Windows-Machine-Learning","microsoft","Samples and Tools for Windows ML.","C++","MIT","MIT License","true",1123,136,"3/1/18 20:07","8/26/26 7:58","3/1/18 20:07","8/7/25 17:04",89.19,"deep-learning; machine-learning","true","true"
"deepmedic/deepmedic","https://github.com/deepmedic/deepmedic","deepmedic","deepmedic","Efficient Multi-Scale 3D Convolutional Neural Network for Segmentation of 3D Medical Scans","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",1063,202,"4/26/16 18:23","7/30/26 18:48","4/26/16 18:23","8/4/24 12:14",99.24,"deep-learning; machine-learning","true","true"
"havakv/pycox","https://github.com/havakv/pycox","pycox","havakv","Survival analysis with PyTorch","Python","BSD-2-Clause","BSD 2-Clause ""Simplified"" License","true",993,144,"2/12/18 3:54","9/1/26 14:24","2/12/18 3:51","9/4/24 14:49",78.71,"deep-learning; machine-learning","true","true"
"dnouri/nolearn","https://github.com/dnouri/nolearn","nolearn","dnouri","Combines the ease of use of scikit-learn with the power of Theano/Lasagne","Python","MIT","MIT License","true",952,206,"11/22/12 21:41","8/4/26 19:09","11/22/12 21:41","11/5/19 8:35",83.38,"deep-learning; machine-learning","true","true"
"StanfordVL/GibsonEnv","https://github.com/StanfordVL/GibsonEnv","GibsonEnv","StanfordVL","Gibson Environments: Real-World Perception for Embodied Agents","C","MIT","MIT License","true",947,118,"12/18/17 20:12","8/31/26 22:51","7/18/17 21:19","5/12/21 18:03",45.76,"deep-learning","true","true"
"eaplatanios/tensorflow_scala","https://github.com/eaplatanios/tensorflow_scala","tensorflow_scala","eaplatanios","TensorFlow API for the Scala Programming Language","Scala","Apache-2.0","Apache License 2.0","true",938,146,"4/1/17 18:00","8/18/26 4:36","4/1/17 18:00","6/22/22 21:50",62.68,"deep-learning; machine-learning","true","true"
"tensorflow/compression","https://github.com/tensorflow/compression","compression","tensorflow","Data compression in TensorFlow","Python","Apache-2.0","Apache License 2.0","true",923,102,"5/15/18 23:32","8/22/26 15:37","5/16/18 0:10","4/16/26 23:05",95.01,"deep-learning; machine-learning","true","true"
"kendryte/nncase","https://github.com/kendryte/nncase","nncase","kendryte","Open deep learning compiler stack for Kendryte AI accelerators ✨","C#","Apache-2.0","Apache License 2.0","true",898,407,"4/4/18 12:11","9/2/26 9:01","4/4/18 12:43","3/2/26 1:24",94.88,"deep-learning","true","true"
"YerevaNN/mimic3-benchmarks","https://github.com/YerevaNN/mimic3-benchmarks","mimic3-benchmarks","YerevaNN","Python suite to construct benchmark machine learning datasets from the MIMIC-III 💊 clinical database. ","Python","MIT","MIT License","true",889,120,"9/8/16 5:08","8/30/26 14:52","9/8/16 5:08","4/16/23 20:20",79.2,"deep-learning; machine-learning","true","true"
