"repository","url","name","owner","description","language","input_license_spdx_id","input_license_name","input_license_osi_approved","stars","issues","created_at","input_first_commit_at","input_last_commit_at","input_activity_months","input_ai_ml_match_topics","input_row_number","sample_source_sha256","accessibility_http_status","accessible_at_run","current_visibility","current_private","current_fork","current_archived","current_stars","current_open_issues","current_created_at","current_updated_at","current_license_spdx_id","current_license_name","current_metadata_exception","pre_cutoff","pre_commit_sha","pre_commit_date","pre_tree_sha","pre_tree_truncated","pre_document_paths","pre_D1","pre_C1","pre_C2","pre_C3","pre_C4","pre_C5","pre_C6","pre_C7","pre_score","pre_D1_evidence","pre_C1_evidence","pre_C2_evidence","pre_C3_evidence","pre_C4_evidence","pre_C5_evidence","pre_C6_evidence","pre_C7_evidence","pre_classification_note","pre_version_error","post_cutoff","post_commit_sha","post_commit_date","post_tree_sha","post_tree_truncated","post_document_paths","post_D1","post_C1","post_C2","post_C3","post_C4","post_C5","post_C6","post_C7","post_score","post_D1_evidence","post_C1_evidence","post_C2_evidence","post_C3_evidence","post_C4_evidence","post_C5_evidence","post_C6_evidence","post_C7_evidence","post_classification_note","post_version_error","observation"
"DerwenAI/pytextrank","https://github.com/DerwenAI/pytextrank","pytextrank","DerwenAI","Python implementation of TextRank algorithms (""textgraphs"") for phrase extraction","Python","MIT","MIT License","true","2219","102","2016-10-02T18:39:12Z","2016-10-02T18:39:12Z","2024-05-21T15:42:46Z","91.59","machine-learning; natural-language-processing; nlp","258","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","2219","26","2016-10-02T18:39:12Z","2026-09-15T18:08:25Z","MIT","MIT License","","2018-05-24T23:59:59Z","01b8d1d1f642e9684e12bcd5a8815ad894e6778a","2017-12-06T22:56:25Z","7152367224a2de1e8f35d40cc130f86ae9abe865","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","e119be8516b4414734d89e73cd961b85a2e67ba0","2024-05-21T15:42:46Z","5cd920b0e460aae9f4d8cec96854c6e6f90dbe11","FALSE","README.md; SECURITY.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"unrealcv/unrealcv","https://github.com/unrealcv/unrealcv","unrealcv","unrealcv","UnrealCV: Connecting Computer Vision to Unreal Engine","Python","MIT","MIT License","true","2215","247","2016-09-08T18:03:51Z","2016-04-27T15:10:20Z","2026-09-04T06:43:50Z","124.23","machine-learning; computer-vision","259","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","2215","118","2016-09-08T18:03:51Z","2026-09-21T12:11:03Z","MIT","MIT License","","2018-05-24T23:59:59Z","1c22a641701e9180c2c5835ffdbf816ba042274c","2018-03-24T02:32:17Z","d8e14a0b5349a5f02047c4f10b9dca431f77ced9","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","ec120436f1f64702fe2c29ae1e4af5c4bf2c8486","2026-04-15T08:45:02Z","feb24cbc57ca090a54e2b298d9ad841b7824a749","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"osqp/osqp","https://github.com/osqp/osqp","osqp","osqp","The Operator Splitting QP Solver","C","Apache-2.0","Apache License 2.0","true","2201","392","2016-09-27T03:02:46Z","2016-09-27T03:02:57Z","2025-11-10T12:54:10Z","109.44","machine-learning","260","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","2201","128","2016-09-27T03:02:46Z","2026-09-22T17:31:31Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","29d609e516956f569dd950e47a025bb25708c56e","2018-05-17T15:10:25Z","e1c005f6483b03ce8bf6246c17f518a2757e6891","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","1572ae068e9ce9ca723cf8223548ade1ff7acc29","2025-11-10T12:54:10Z","c0f218c4848f71300736fff8f12c864f4548e3d3","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"fastmachinelearning/hls4ml","https://github.com/fastmachinelearning/hls4ml","hls4ml","fastmachinelearning","Machine learning on FPGAs using HLS","Python","Apache-2.0","Apache License 2.0","true","2160","489","2017-10-25T21:43:56Z","2017-10-25T21:43:57Z","2026-09-22T18:34:52Z","106.89","machine-learning; neural-network","261","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","2161","206","2017-10-25T21:43:56Z","2026-09-23T01:50:34Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","e3cec22ce76af1e5f8b06abcfaab5f69f2cf78c6","2018-05-22T13:57:09Z","b265921459b65ef0450f407d1492b0c943950463","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","b98439c0c58829e278dcfccf118c8ca41a1fb0b9","2026-06-30T22:51:50Z","113257e16e6ba72a280f322075ec419b94a5f634","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"salu133445/musegan","https://github.com/salu133445/musegan","musegan","salu133445","An AI for Music Generation","Python","MIT","MIT License","true","2045","130","2017-09-13T03:52:31Z","2017-09-13T04:00:50Z","2024-06-07T10:22:36Z","80.79","machine-learning","262","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","2045","21","2017-09-13T03:52:31Z","2026-09-21T13:13:13Z","MIT","MIT License","","2018-05-24T23:59:59Z","f68a93ca83db2cff5dae613a73841fbb3a1004c9","2018-05-11T08:01:04Z","bb3b573703d34b6dcde4db894d30b2e6a24b66c0","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","3c9a0dc71ab743b58f4e0620832f21dbe023408e","2024-06-07T10:22:36Z","b87c33d32b28f0675e063211d20b2ffdf53233ba","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"lucasb-eyer/pydensecrf","https://github.com/lucasb-eyer/pydensecrf","pydensecrf","lucasb-eyer","Python wrapper to Philipp Krähenbühl's dense (fully connected) CRFs with gaussian edge potentials.","C++","MIT","MIT License","true","2021","110","2015-11-13T18:15:38Z","2015-11-13T18:15:38Z","2024-03-05T08:38:52Z","99.69","machine-learning; computer-vision","263","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","2021","43","2015-11-13T18:15:38Z","2026-08-30T13:57:37Z","MIT","MIT License","","2018-05-24T23:59:59Z","0632813caed930cf505626855bb4c04e09eaf02f","2018-04-01T22:48:16Z","248292b2d9e648483d11e5a2d949ac5820cdeb0e","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","2723c7fa4f2ead16ae1ce3d8afe977724bb8f87f","2024-03-05T08:38:52Z","2004e4f4133116673c2c1ba1fd409b182f76f9ee","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"patrikhuber/eos","https://github.com/patrikhuber/eos","eos","patrikhuber","A lightweight 3D Morphable Face Model library in modern C++","C++","Apache-2.0","Apache License 2.0","true","1981","313","2015-02-10T16:09:02Z","2015-02-10T12:20:14Z","2025-02-02T22:28:12Z","119.76","machine-learning; computer-vision; image-processing","264","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1981","31","2015-02-10T16:09:02Z","2026-09-03T06:02:44Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","f123e518c3a85bb5deaf9d17e7c11931ede9225a","2018-05-22T20:45:59Z","732a52a598eed1d2e29fd644718ae1aaca904f90","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","ce984207a51c2edd2e7568a64fec9b98ef61aeed","2025-02-02T22:28:12Z","750ed1f3e4b4b37750fec56a766f6000f531c12c","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"trevorstephens/gplearn","https://github.com/trevorstephens/gplearn","gplearn","trevorstephens","Genetic Programming in Python, with a scikit-learn inspired API","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true","1889","218","2015-03-26T01:01:14Z","2015-03-26T01:01:14Z","2026-01-10T21:16:42Z","129.56","machine-learning","265","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1889","17","2015-03-26T01:01:14Z","2026-09-19T21:26:14Z","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","","2018-05-24T23:59:59Z","5270adb7b9523d9219f9ff74e34d8eb1ad0a45c1","2018-05-12T07:06:41Z","30387ddb5286b4f2a10ad6b97d96e90cf669d494","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","0390aea8639ce5f6c0b388400e07b58c05acad6a","2026-01-10T21:16:42Z","c50e3835c03528e260535d1e763d2a5f6e70566e","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"byzer-org/byzer-lang","https://github.com/byzer-org/byzer-lang","byzer-lang","byzer-org","Byzer (former MLSQL): A low-code open-source programming language for data pipeline, analytics and AI.","Scala","Apache-2.0","Apache License 2.0","true","1835","588","2016-04-28T07:06:14Z","2016-04-28T07:04:13Z","2024-05-29T08:23:59Z","97.01","machine-learning","266","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1835","121","2016-04-28T07:06:14Z","2026-08-26T14:39:57Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","2e009c28ee3fb7b98707d922ab03b413da5695fe","2018-05-24T10:54:22Z","6490404ed877f92a80a14381ba5d089b7abc4a98","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","c772189a2089424e873a94dbf2ced7cc23ad7c21","2024-05-29T08:23:59Z","6e399b9226ca9f40c4e21a4e359b4e3510d17488","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"mlcommons/training","https://github.com/mlcommons/training","training","mlcommons","Reference implementations of MLPerf® training benchmarks","Python","Apache-2.0","Apache License 2.0","true","1772","376","2018-03-29T21:56:06Z","2018-05-02T07:40:49Z","2026-09-20T19:46:53Z","100.64","machine-learning","267","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1772","14","2018-03-29T21:56:06Z","2026-09-21T12:22:50Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","cdb75f06685d8c8b52c43fe456ba8492c480bdf0","2018-05-13T23:43:35Z","cad77080716fbc11531fbaa95e3596c6610b6071","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","e8c72a4f0e26abeab626cf32a5b30c5d9e448a60","2026-06-23T18:19:27Z","0ad409f9c42b8811f90d8ab5ae5f07fbe8de5565","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"VertaAI/modeldb","https://github.com/VertaAI/modeldb","modeldb","VertaAI","Open Source ML Model Versioning, Metadata, and Experiment Management","Java","Apache-2.0","Apache License 2.0","true","1750","141","2016-10-19T01:07:26Z","2016-10-19T01:12:23Z","2024-04-25T14:35:36Z","90.2","machine-learning","268","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1750","194","2016-10-19T01:07:26Z","2026-09-21T05:08:03Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","65f8260b0683a2b39e363bac7b281832185926ba","2018-02-01T13:30:45Z","e2aebe5b145d74d984a6343fa71b289b4fb2bb6e","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","1833ba889859a0e35f22f754ecf20b6b352aa87f","2024-04-25T14:35:36Z","f7f8c900c282365867c0889a12a68363faaa698a","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"alkaline-ml/pmdarima","https://github.com/alkaline-ml/pmdarima","pmdarima","alkaline-ml","A statistical library designed to fill the void in Python's time series analysis capabilities, including the equivalent of R's auto.arima function.","Python","MIT","MIT License","true","1736","342","2017-03-30T14:58:30Z","2017-03-30T14:58:31Z","2025-11-17T14:58:45Z","103.61","machine-learning","269","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1736","65","2017-03-30T14:58:30Z","2026-09-17T11:18:09Z","MIT","MIT License","","2018-05-24T23:59:59Z","1e4801008edd0c3dfb6b67fb0ae3ed0b2b93af72","2018-05-03T17:51:44Z","5e96509b07c0c0e85d2a24a19dc388563b82f12e","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","4c2dfccb28f64d2c00a5e10b59c1d1a3e16576a9","2025-11-17T14:58:45Z","08aebf6de6dbec4261b3f55b07ca914d0dfe0d38","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"kubeflow/katib","https://github.com/kubeflow/katib","katib","kubeflow","Automated Machine Learning on Kubernetes","Python","Apache-2.0","Apache License 2.0","true","1704","997","2018-04-03T17:07:12Z","2018-04-03T17:07:13Z","2026-09-20T06:37:59Z","101.56","machine-learning; llm","270","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1704","118","2018-04-03T17:07:12Z","2026-09-21T13:37:38Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","ecb27de9e7a0d2ffbf8715635c6a7d4517f1602e","2018-05-24T13:07:32Z","bb90d56b444ab78e47f16ff1d242e31a7c625261","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","33c8ff4e5d1814b59abd308e6819e839e9906bc2","2026-06-22T20:07:21Z","5fc9d33748258723aaf0b53356fbdcba73f5027f","FALSE","README.md; SECURITY.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"BindsNET/bindsnet","https://github.com/BindsNET/bindsnet","bindsnet","BindsNET","Simulation of spiking neural networks (SNNs) using PyTorch.","Python","AGPL-3.0","GNU Affero General Public License v3.0","true","1701","242","2018-02-09T19:42:37Z","2018-02-09T19:42:38Z","2026-09-22T21:27:59Z","103.39","machine-learning; reinforcement-learning","271","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1701","10","2018-02-09T19:42:37Z","2026-09-22T21:28:06Z","AGPL-3.0","GNU Affero General Public License v3.0","","2018-05-24T23:59:59Z","03fb23a7b3f9557be5f3733fc426fac9fdff707b","2018-05-24T22:12:13Z","47c6dbd1c550dfe6aadca5609585755a530ba39b","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","7907a76b1e3e031cddb6ef54c3b39e66fa4627ec","2026-06-24T15:12:42Z","493108d23bb70c9f5806ec7d796759ef41e63898","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"explosion/sense2vec","https://github.com/explosion/sense2vec","sense2vec","explosion","🦆 Contextually-keyed word vectors","Python","MIT","MIT License","true","1679","115","2016-01-23T22:15:49Z","2016-01-23T22:07:44Z","2026-03-27T07:50:59Z","122.06","machine-learning; natural-language-processing; nlp","272","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1679","23","2016-01-23T22:15:49Z","2026-09-11T02:38:19Z","MIT","MIT License","","2018-05-24T23:59:59Z","b0174715a5e764f16acb19197c99ecc7a425de93","2018-04-28T23:53:16Z","cfe5c886b170c6677133bf7444c879140a1a96e5","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","72129b83ead7299df060df0e8ebc52df7766ae9a","2026-03-27T07:50:59Z","df0846effb6868b96bea5d4b6ad8ac2959ddb34c","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"skrub-data/skrub","https://github.com/skrub-data/skrub","skrub","skrub-data","Machine learning with dataframes","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true","1652","707","2018-03-12T23:32:22Z","2018-03-12T23:32:29Z","2026-09-22T10:28:56Z","102.35","machine-learning","273","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1652","137","2018-03-12T23:32:22Z","2026-09-22T10:29:01Z","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","","2018-05-24T23:59:59Z","7fc605ff0ce86b3367923cc93664e39bd208d191","2018-05-18T14:01:52Z","ad18695b0924cfb4a2189d06e060e25a4fadf971","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","c50109f1e80977aac749fc4e7e13ca0fdb3ab00b","2026-06-30T12:58:35Z","f070c0161502fb38085683adaf95643cd2da9931","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"datamade/usaddress","https://github.com/datamade/usaddress","usaddress","datamade",":us: a python library for parsing unstructured United States address strings into address components","Python","MIT","MIT License","true","1637","354","2014-07-17T19:22:46Z","2014-06-19T21:25:54Z","2025-08-07T14:50:38Z","133.6","machine-learning; natural-language-processing; nlp","274","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1637","174","2014-07-17T19:22:46Z","2026-09-10T06:51:09Z","MIT","MIT License","","2018-05-24T23:59:59Z","81d7797ce2b8c53dd623e7bf6e8a1581a99253aa","2018-03-29T15:52:58Z","c7077457d3f5a93a14fb1744a24043df04f76144","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","aa7699b53a0843fc443f9e87285b88cbd9eaf50a","2025-08-07T14:50:38Z","a19dbb9165148e1a4cf0271780ac7ef0c93bde14","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"JustGlowing/minisom","https://github.com/JustGlowing/minisom","minisom","JustGlowing",":red_circle: MiniSom is a minimalistic implementation of the Self Organizing Maps","Python","MIT","MIT License","true","1606","151","2013-07-03T10:10:06Z","2013-07-03T10:10:07Z","2026-06-09T10:41:31Z","155.19","machine-learning","275","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1606","16","2013-07-03T10:10:06Z","2026-09-20T18:31:19Z","MIT","MIT License","","2018-05-24T23:59:59Z","c2d0364f393487f52a0de65b22fa3d807c549072","2018-05-04T07:42:37Z","0fad46ae3219f069b786f62348db96f7fbb3529d","FALSE","Readme.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","2eb8bd75596c57dd6260d4f0feef839bc0d22d07","2026-06-09T10:41:31Z","10e83bc745fd406b223eb4fa9047c5af5c6dfc4e","FALSE","Readme.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"hi-primus/optimus","https://github.com/hi-primus/optimus","optimus","hi-primus",":truck: Agile Data Preparation Workflows made easy with Pandas, Dask, cuDF, Dask-cuDF, Vaex and PySpark","Python","Apache-2.0","Apache License 2.0","true","1536","219","2017-07-13T02:31:18Z","2017-07-13T02:31:18Z","2023-05-19T04:32:00Z","70.17","machine-learning","276","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1536","30","2017-07-13T02:31:18Z","2026-09-17T15:09:24Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","8e0dfe3dce903ac9e922b56e0673df07e5be0645","2018-05-23T18:01:41Z","b067e41c6a5b6a0e8990be7d4a360f0177e5a361","FALSE","README.md; Readme.txt","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","cb73842d5662f9781bacb50afd24b94cfb586b95","2023-05-19T04:32:00Z","15505611d3d332d4b049ab6ebfdd63a39fd9ebe3","FALSE","README.md; Readme.txt","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"o19s/elasticsearch-learning-to-rank","https://github.com/o19s/elasticsearch-learning-to-rank","elasticsearch-learning-to-rank","o19s","Plugin to integrate Learning to Rank (aka machine learning for better relevance) with Elasticsearch","Java","Apache-2.0","Apache License 2.0","true","1521","271","2016-12-25T03:19:01Z","2016-12-25T03:17:36Z","2026-06-16T06:17:21Z","113.67","machine-learning","277","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1521","39","2016-12-25T03:19:01Z","2026-08-20T20:57:09Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","e28966eb9dfd420d74f08e9cdf0b0a6a1dd9cccb","2018-05-21T19:23:10Z","1cf6fa9450b91cd9e0157767c9c7cddbf124041e","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","9409a6c72cc2707ef6b215ef8b81a377abecfcd5","2026-06-16T06:17:21Z","168b98a712ef329b0a409e834467638db5332014","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"ModelOriented/DALEX","https://github.com/ModelOriented/DALEX","DALEX","ModelOriented","moDel Agnostic Language for Exploration and eXplanation","Python","GPL-3.0","GNU General Public License v3.0","true","1486","414","2018-02-18T03:24:12Z","2018-02-18T03:24:13Z","2026-07-15T11:00:32Z","100.83","machine-learning","278","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1486","31","2018-02-18T03:24:12Z","2026-09-19T22:08:20Z","GPL-3.0","GNU General Public License v3.0","","2018-05-24T23:59:59Z","64211927a51d28b20e4b8bc4ff94b2ec13bd60b9","2018-05-20T20:03:05Z","1aa933b724a5e273c14d2893331003e2cc75cf53","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","c4791abc66fd39fbe9196ac3f1e5be58bf0e732d","2026-01-20T01:17:58Z","3da9226d0dd20748de67aab1cfee466add8a871b","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"qupath/qupath","https://github.com/qupath/qupath","qupath","qupath","QuPath - Open-source bioimage analysis for research","Java","GPL-3.0","GNU General Public License v3.0","true","1447","929","2016-08-28T14:31:41Z","2016-08-28T14:31:41Z","2026-09-16T17:26:19Z","120.6","machine-learning; image-processing","279","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1447","36","2016-08-28T14:31:41Z","2026-09-22T15:31:33Z","GPL-3.0","GNU General Public License v3.0","","2018-05-24T23:59:59Z","deb3bf7ddc964cd24f015f78f55cb56e07fee360","2018-05-18T15:28:43Z","cc4f6667dee8db4408d2d91a2dfe2667d1a0e6b3","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","8a4fcaa52c1d4d253932de0c1b7863c91b5e69fc","2026-06-27T15:12:14Z","fc59e2ba6889d16c337c6bb875537d193965ec54","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
