"repository","url","name","owner","description","language","license_spdx_id","license_name","license_osi_approved","stars","issues","created_at","updated_at","first_commit_at","last_commit_at","activity_months","ai_ml_match_topics","has_pre_gdpr_activity","has_post_gdpr_activity"
"Kong/kong","https://github.com/Kong/kong","kong","Kong","🦍 The API and AI Gateway","Lua","Apache-2.0","Apache License 2.0","true",44197,4626,"2014-11-17T23:56:08Z","2026-09-25T22:57:56Z","2014-11-17T23:56:08Z","2026-09-23T12:48:43Z",142.17,"artificial-intelligence","true","true"
"explosion/spaCy","https://github.com/explosion/spaCy","spaCy","explosion","💫 Industrial-strength Natural Language Processing (NLP) in Python","Python","MIT","MIT License","true",33922,5773,"2014-07-03T15:15:40Z","2026-09-25T12:05:43Z","2014-07-03T15:15:40Z","2026-08-24T08:26:02Z",145.69,"artificial-intelligence; deep-learning; machine-learning; neural-network; natural-language-processing; nlp","true","true"
"The-Art-of-Hacking/h4cker","https://github.com/The-Art-of-Hacking/h4cker","h4cker","The-Art-of-Hacking","This repository is maintained by Omar Santos (@santosomar) and includes thousands of resources related to ethical hacking, bug bounties, digital forensics and incident response (DFIR), AI security, vulnerability research, exploit development, reverse engineering, and more. 🔥 Also check: https://hackertraining.org","Jupyter Notebook","MIT","MIT License","true",29539,208,"2017-06-19T17:11:19Z","2026-09-26T01:39:49Z","2017-06-19T17:11:19Z","2026-09-23T04:48:29Z",111.12,"artificial-intelligence","true","true"
"onnx/onnx","https://github.com/onnx/onnx","onnx","onnx","Open standard for machine learning interoperability","Python","Apache-2.0","Apache License 2.0","true",21527,3188,"2017-09-07T04:53:45Z","2026-09-26T02:46:42Z","2017-09-07T04:47:53Z","2026-09-26T02:46:34Z",108.6,"artificial-intelligence; deep-learning; machine-learning; neural-network","true","true"
"carla-simulator/carla","https://github.com/carla-simulator/carla","carla","carla-simulator","Open-source simulator for autonomous driving research.","C++","MIT","MIT License","true",14428,6360,"2017-10-24T09:06:23Z","2026-09-26T01:00:55Z","2017-03-03T11:24:26Z","2026-09-02T17:42:40Z",114,"artificial-intelligence; deep-learning; computer-vision","true","true"
"google-deepmind/sonnet","https://github.com/google-deepmind/sonnet","sonnet","google-deepmind","TensorFlow-based neural network library","Python","Apache-2.0","Apache License 2.0","true",9970,193,"2017-04-03T11:34:35Z","2026-09-25T11:22:46Z","2017-04-06T17:10:11Z","2026-07-07T22:31:37Z",111.01,"artificial-intelligence; deep-learning; machine-learning","true","true"
"olistic/warriorjs","https://github.com/olistic/warriorjs","warriorjs","olistic","🏰 An exciting game of programming and Artificial Intelligence","TypeScript","MIT","MIT License","true",9540,120,"2015-04-29T14:25:02Z","2026-09-24T15:01:30Z","2015-04-29T14:25:02Z","2026-03-20T23:58:34Z",130.7,"artificial-intelligence","true","true"
"OlafenwaMoses/ImageAI","https://github.com/OlafenwaMoses/ImageAI","ImageAI","OlafenwaMoses","A python library built to empower developers to build applications and systems  with self-contained Computer Vision capabilities","Python","MIT","MIT License","true",8889,747,"2018-03-19T23:12:33Z","2026-09-26T01:00:57Z","2018-03-19T23:12:34Z","2024-02-20T22:38:05Z",71.09,"artificial-intelligence; machine-learning; object-detection","true","true"
"deeppavlov/DeepPavlov","https://github.com/deeppavlov/DeepPavlov","DeepPavlov","deeppavlov","An open source library for deep learning end-to-end dialog systems and chatbots.","Python","Apache-2.0","Apache License 2.0","true",6995,647,"2017-11-17T14:35:29Z","2026-09-25T09:33:45Z","2017-11-17T14:35:29Z","2024-11-26T06:34:41Z",84.29,"artificial-intelligence; deep-learning; machine-learning; nlp","true","true"
"guofei9987/scikit-opt","https://github.com/guofei9987/scikit-opt","scikit-opt","guofei9987","Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune Algorithm, Artificial Fish Swarm Algorithm, Differential Evolution and TSP(Traveling salesman) ","Python","MIT","MIT License","true",6718,183,"2017-12-05T10:20:41Z","2026-09-24T11:11:41Z","2017-12-06T06:36:04Z","2026-03-25T09:12:06Z",99.58,"artificial-intelligence","true","true"
"numenta/nupic-legacy","https://github.com/numenta/nupic-legacy","nupic-legacy","numenta","Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of intelligence based strictly on the neuroscience of the neocortex.","Python","MIT","MIT License","true",6353,1793,"2013-04-05T23:14:27Z","2026-09-25T03:11:45Z","2013-04-05T23:14:27Z","2024-12-03T17:50:20Z",139.94,"artificial-intelligence; machine-intelligence","true","true"
"Trusted-AI/adversarial-robustness-toolbox","https://github.com/Trusted-AI/adversarial-robustness-toolbox","adversarial-robustness-toolbox","Trusted-AI","Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction, Inference - Red and Blue Teams","Python","MIT","MIT License","true",6245,917,"2018-03-15T14:40:43Z","2026-09-25T12:00:49Z","2017-05-09T12:41:50Z","2025-11-13T14:55:10Z",102.17,"artificial-intelligence; machine-learning","true","true"
"gorgonia/gorgonia","https://github.com/gorgonia/gorgonia","gorgonia","gorgonia","Gorgonia is a library that helps facilitate machine learning in Go.","Go","Apache-2.0","Apache License 2.0","true",5930,283,"2016-09-14T23:19:43Z","2026-09-24T09:48:07Z","2016-09-14T23:19:44Z","2023-10-13T09:13:05Z",84.9,"artificial-intelligence; deep-learning; machine-learning; neural-network","true","true"
"google-deepmind/dm_control","https://github.com/google-deepmind/dm_control","dm_control","google-deepmind","Google DeepMind's software stack for physics-based simulation and Reinforcement Learning environments, using MuJoCo.","Python","Apache-2.0","Apache License 2.0","true",4702,442,"2017-12-29T18:13:15Z","2026-09-24T05:52:45Z","2018-01-02T19:35:47Z","2026-09-22T21:12:31Z",104.63,"artificial-intelligence; deep-learning; machine-learning; reinforcement-learning","true","true"
"okfn-brasil/serenata-de-amor","https://github.com/okfn-brasil/serenata-de-amor","serenata-de-amor","okfn-brasil","🕵 Artificial Intelligence for social control of public administration | **This repository does not receive frequent updates. Check out the README**","Python","MIT","MIT License","true",4612,193,"2016-06-27T20:55:11Z","2026-09-22T21:21:21Z","2016-06-27T20:55:49Z","2024-01-31T20:29:15Z",91.13,"artificial-intelligence; machine-learning","true","true"
"gopherdata/gophernotes","https://github.com/gopherdata/gophernotes","gophernotes","gopherdata","The Go kernel for Jupyter notebooks and nteract.","Go","MIT","MIT License","true",3966,187,"2016-01-22T19:22:16Z","2026-09-23T13:56:37Z","2016-01-23T01:08:26Z","2026-09-09T18:57:02Z",127.55,"artificial-intelligence; machine-learning","true","true"
"polyaxon/polyaxon","https://github.com/polyaxon/polyaxon","polyaxon","polyaxon","AI Infra / AI Orchestration / AI Control Plane","MDX","Apache-2.0","Apache License 2.0","true",3735,1069,"2016-12-26T12:48:47Z","2026-09-24T10:21:04Z","2016-03-29T21:48:43Z","2026-09-24T10:20:53Z",125.84,"artificial-intelligence; deep-learning; machine-learning; reinforcement-learning","true","true"
"shogun-toolbox/shogun","https://github.com/shogun-toolbox/shogun","shogun","shogun-toolbox","Shōgun","C++","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",3081,1527,"2011-04-01T10:44:32Z","2026-09-11T17:00:40Z","2006-06-05T14:33:25Z","2023-12-19T18:37:18Z",210.45,"artificial-intelligence; machine-learning","true","true"
"explosion/thinc","https://github.com/explosion/thinc","thinc","explosion","🔮 A refreshing functional take on deep learning, compatible with your favorite libraries","Python","MIT","MIT License","true",2890,154,"2014-10-16T16:34:59Z","2026-09-14T17:46:07Z","2014-06-29T15:20:41Z","2026-03-27T07:49:48Z",140.89,"artificial-intelligence; deep-learning; machine-learning; natural-language-processing; nlp","true","true"
"microsoft/pai","https://github.com/microsoft/pai","pai","microsoft","Resource scheduling and cluster management for AI","JavaScript","MIT","MIT License","true",2692,2086,"2017-09-25T11:24:51Z","2026-09-23T03:18:01Z","2017-09-25T11:24:51Z","2026-09-18T01:28:22Z",107.74,"artificial-intelligence; machine-learning","true","true"
"dickreuter/Poker","https://github.com/dickreuter/Poker","Poker","dickreuter","Fully functional Pokerbot that works on PartyPoker, PokerStars and GGPoker, scraping tables with Open-CV (adaptable via gui) or neural network and making decisions based on a genetic algorithm and montecarlo simulation for poker equity calculation. Binaries can be downloaded with this link:","Python","GPL-3.0","GNU General Public License v3.0","true",2466,158,"2016-03-29T23:58:12Z","2026-09-25T16:10:24Z","2016-09-01T19:40:15Z","2025-06-26T21:29:09Z",105.78,"artificial-intelligence","true","true"
"fairlearn/fairlearn","https://github.com/fairlearn/fairlearn","fairlearn","fairlearn","A Python package to assess and improve fairness of machine learning models.","Python","MIT","MIT License","true",2287,525,"2018-05-15T01:51:35Z","2026-09-24T14:29:39Z","2018-05-15T01:51:35Z","2026-09-21T20:56:32Z",100.26,"artificial-intelligence; machine-learning","true","true"
"TuringLang/Turing.jl","https://github.com/TuringLang/Turing.jl","Turing.jl","TuringLang","Bayesian inference with probabilistic programming.","Julia","MIT","MIT License","true",2255,1279,"2016-04-29T10:51:43Z","2026-09-24T16:48:26Z","2016-04-29T10:51:43Z","2026-09-13T09:42:31Z",124.47,"artificial-intelligence; machine-learning","true","true"
"jiesutd/NCRFpp","https://github.com/jiesutd/NCRFpp","NCRFpp","jiesutd","NCRF++, a Neural Sequence Labeling Toolkit. Easy use to any sequence labeling tasks (e.g. NER, POS, Segmentation). It includes character LSTM/CNN, word LSTM/CNN and softmax/CRF components. ","Python","Apache-2.0","Apache License 2.0","true",1899,172,"2017-12-06T09:04:43Z","2026-08-23T04:10:24Z","2017-12-06T08:40:37Z","2020-11-10T07:42:03Z",35.15,"artificial-intelligence; natural-language-processing","true","true"
"allenai/ai2thor","https://github.com/allenai/ai2thor","ai2thor","allenai","An open-source platform for Visual AI.","C#","Apache-2.0","Apache License 2.0","true",1805,651,"2017-10-17T18:00:39Z","2026-09-24T20:24:49Z","2017-11-03T22:24:05Z","2025-05-29T18:14:02Z",90.8,"artificial-intelligence; computer-vision","true","true"
"autonomio/talos","https://github.com/autonomio/talos","talos","autonomio","Hyperparameter Experiments with TensorFlow and Keras","Python","MIT","MIT License","true",1636,403,"2018-05-04T20:36:41Z","2026-09-21T12:22:09Z","2018-05-04T20:36:42Z","2024-04-22T10:30:48Z",71.6,"artificial-intelligence; deep-learning","true","true"
"sepandhaghighi/pycm","https://github.com/sepandhaghighi/pycm","pycm","sepandhaghighi","Multi-class confusion matrix library in Python","Python","MIT","MIT License","true",1507,212,"2018-01-22T19:46:54Z","2026-09-21T02:58:28Z","2018-01-21T18:29:45Z","2026-03-09T09:17:17Z",97.52,"artificial-intelligence; deep-learning; machine-learning; neural-network","true","true"
"DragonComputer/Dragonfire","https://github.com/DragonComputer/Dragonfire","Dragonfire","DragonComputer","the open-source virtual assistant for Ubuntu based Linux distributions","Python","MIT","MIT License","true",1408,102,"2016-04-19T23:28:07Z","2026-09-21T07:18:13Z","2015-03-07T11:44:18Z","2020-12-26T12:26:35Z",69.68,"artificial-intelligence; machine-learning; nlp","true","true"
"HyperGAN/HyperGAN","https://github.com/HyperGAN/HyperGAN","HyperGAN","HyperGAN","Composable GAN framework with api and user interface","Python","MIT","MIT License","true",1183,113,"2016-06-24T22:49:56Z","2026-09-22T12:22:58Z","2016-06-24T22:49:57Z","2026-09-22T12:22:53Z",122.92,"artificial-intelligence; machine-learning; computer-vision","true","true"
"NVIDIA-AI-IOT/redtail","https://github.com/NVIDIA-AI-IOT/redtail","redtail","NVIDIA-AI-IOT","Perception and AI components for autonomous mobile robotics.","C++","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",1048,141,"2017-09-07T16:34:37Z","2026-09-19T01:03:14Z","2017-09-07T16:38:31Z","2020-11-17T18:29:40Z",38.34,"artificial-intelligence; deep-learning; computer-vision","true","true"
"esa/pagmo2","https://github.com/esa/pagmo2","pagmo2","esa","A C++ platform to perform parallel computations of optimisation tasks (global and local) via the asynchronous generalized island model.","C++","GPL-3.0","GNU General Public License v3.0","true",937,253,"2017-01-08T21:53:43Z","2026-09-25T12:31:41Z","2015-07-09T13:27:32Z","2026-09-25T11:54:13Z",134.56,"artificial-intelligence","true","true"
"jenetics/jenetics","https://github.com/jenetics/jenetics","jenetics","jenetics","Jenetics - Genetic Algorithm, Genetic Programming, Grammatical Evolution, Evolutionary Algorithm, and Multi-objective Optimization","Java","Apache-2.0","Apache License 2.0","true",909,529,"2013-12-21T21:24:50Z","2026-09-22T15:02:49Z","2008-03-25T18:31:59Z","2026-09-03T09:29:49Z",221.28,"artificial-intelligence; machine-learning","true","true"
"MycroftAI/enclosure-picroft","https://github.com/MycroftAI/enclosure-picroft","enclosure-picroft","MycroftAI","Mycroft interface for Raspberry Pi environment","Shell","LGPL-3.0","GNU Lesser General Public License v3.0","true",816,102,"2017-01-15T06:28:08Z","2026-09-04T13:20:06Z","2017-01-15T06:28:08Z","2022-12-07T04:45:38Z",70.69,"artificial-intelligence; machine-learning","true","true"
"ls1intum/Artemis","https://github.com/ls1intum/Artemis","Artemis","ls1intum","Artemis - Interactive Learning with Automated Feedback","Java","MIT","MIT License","true",811,3679,"2016-09-29T11:46:05Z","2026-09-25T17:32:39Z","2016-06-09T11:31:41Z","2026-09-25T17:32:33Z",123.53,"artificial-intelligence","true","true"
"reservoirpy/reservoirpy","https://github.com/reservoirpy/reservoirpy","reservoirpy","reservoirpy","A simple and flexible code for Reservoir Computing architectures like Echo State Networks","Python","MIT","MIT License","true",657,139,"2018-05-17T08:20:01Z","2026-09-18T14:57:34Z","2018-05-17T08:20:02Z","2026-06-17T10:00:20Z",97.01,"artificial-intelligence; machine-learning; neural-network","true","true"
"roclark/sportsipy","https://github.com/roclark/sportsipy","sportsipy","roclark","A free sports API written for python","Python","MIT","MIT License","true",575,249,"2018-05-08T19:15:35Z","2026-09-25T00:43:13Z","2018-05-08T19:15:35Z","2022-03-20T20:52:24Z",46.39,"artificial-intelligence; machine-learning","true","true"
"watson-developer-cloud/unity-sdk","https://github.com/watson-developer-cloud/unity-sdk","unity-sdk","watson-developer-cloud",":video_game: Unity SDK to use the IBM Watson services.","C#","Apache-2.0","Apache License 2.0","true",564,304,"2015-12-16T17:40:51Z","2026-09-23T19:03:52Z","2015-09-15T19:06:44Z","2025-04-22T19:21:17Z",115.21,"artificial-intelligence","true","true"
"stillwater-sc/universal","https://github.com/stillwater-sc/universal","universal","stillwater-sc","Large collection of number systems providing custom arithmetic for mixed-precision algorithm development and optimization for AI, Machine Learning, Computer Vision, Signal Processing, CAE, EDA, control, optimization, estimation, and approximation.","C++","MIT","MIT License","true",501,587,"2017-05-01T20:13:06Z","2026-09-26T01:29:48Z","2017-05-01T20:13:06Z","2026-09-26T01:29:43Z",112.82,"artificial-intelligence","true","true"
"tensorflow/tensorflow","https://github.com/tensorflow/tensorflow","tensorflow","tensorflow","An Open Source Machine Learning Framework for Everyone","C++","Apache-2.0","Apache License 2.0","true",200317,41809,"2015-11-07T01:19:20Z","2026-09-26T01:01:10Z","2015-11-07T00:27:58Z","2026-09-25T22:56:09Z",130.62,"deep-learning; machine-learning; neural-network","true","true"
"opencv/opencv","https://github.com/opencv/opencv","opencv","opencv","Open Source Computer Vision Library","C++","Apache-2.0","Apache License 2.0","true",90965,11691,"2012-07-19T09:40:17Z","2026-09-25T23:44:12Z","2010-05-11T17:44:00Z","2026-09-25T13:18:01Z",196.48,"deep-learning; computer-vision; image-processing","true","true"
"keras-team/keras","https://github.com/keras-team/keras","keras","keras-team","Deep Learning for humans","Python","Apache-2.0","Apache License 2.0","true",64343,12955,"2015-03-28T00:35:42Z","2026-09-26T01:24:26Z","2015-03-28T00:35:42Z","2026-09-25T23:22:34Z",137.97,"deep-learning; machine-learning","true","true"
"deepfakes/faceswap","https://github.com/deepfakes/faceswap","faceswap","deepfakes","Deepfakes Software For All","Python","GPL-3.0","GNU General Public License v3.0","true",57556,909,"2017-12-19T09:44:13Z","2026-09-26T02:36:35Z","2017-12-15T11:47:32Z","2026-08-05T11:39:25Z",103.65,"deep-learning; machine-learning","true","true"
"ray-project/ray","https://github.com/ray-project/ray","ray","ray-project","Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.","Python","Apache-2.0","Apache License 2.0","true",43927,23105,"2016-10-25T19:38:30Z","2026-09-26T01:25:41Z","2016-02-07T22:18:40Z","2026-09-26T01:25:36Z",127.57,"deep-learning; machine-learning; reinforcement-learning; large-language-models; llm","true","true"
"naptha/tesseract.js","https://github.com/naptha/tesseract.js","tesseract.js","naptha","Pure Javascript OCR for more than 100 Languages 📖🎉🖥","JavaScript","Apache-2.0","Apache License 2.0","true",38738,739,"2015-06-24T02:49:52Z","2026-09-25T19:33:26Z","2015-06-26T21:54:30Z","2026-05-17T01:37:38Z",130.66,"deep-learning","true","true"
"lutzroeder/netron","https://github.com/lutzroeder/netron","netron","lutzroeder","Visualizer for neural network, deep learning and machine learning models","JavaScript","MIT","MIT License","true",33524,1277,"2010-12-26T12:53:43Z","2026-09-26T01:00:44Z","2010-12-26T12:55:07Z","2026-09-25T12:43:13Z",188.96,"deep-learning; machine-learning; neural-network","true","true"
"yunjey/pytorch-tutorial","https://github.com/yunjey/pytorch-tutorial","pytorch-tutorial","yunjey","PyTorch Tutorial for Deep Learning Researchers","Python","MIT","MIT License","true",32496,181,"2017-03-10T07:41:47Z","2026-09-26T00:17:57Z","2017-03-10T07:41:47Z","2020-07-06T03:36:38Z",39.88,"deep-learning","true","true"
"shap/shap","https://github.com/shap/shap","shap","shap","A game theoretic approach to explain the output of any machine learning model.","Jupyter Notebook","MIT","MIT License","true",25783,2850,"2016-11-22T19:17:08Z","2026-09-25T21:32:48Z","2016-11-22T21:44:11Z","2026-09-25T19:43:46Z",118.07,"deep-learning; machine-learning","true","true"
"ageron/handson-ml","https://github.com/ageron/handson-ml","handson-ml","ageron","⛔️ DEPRECATED – See https://github.com/ageron/handson-ml3 or handson-mlp instead.","Jupyter Notebook","Apache-2.0","Apache License 2.0","true",25610,563,"2016-02-16T19:48:39Z","2026-09-25T18:16:08Z","2016-02-16T19:48:39Z","2026-05-19T23:03:11Z",123.03,"deep-learning; machine-learning; neural-network","true","true"
"PaddlePaddle/Paddle","https://github.com/PaddlePaddle/Paddle","Paddle","PaddlePaddle","PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）","C++","Apache-2.0","Apache License 2.0","true",24103,19354,"2016-08-15T06:59:08Z","2026-09-24T11:01:28Z","2016-08-29T14:32:53Z","2026-09-24T08:16:24Z",120.82,"deep-learning; machine-learning; neural-network","true","true"
"pyg-team/pytorch_geometric","https://github.com/pyg-team/pytorch_geometric","pytorch_geometric","pyg-team","Graph Neural Network Library for PyTorch","Python","MIT","MIT License","true",24098,3754,"2017-10-06T16:03:03Z","2026-09-25T06:50:28Z","2017-10-06T16:03:56Z","2026-09-01T23:22:41Z",106.84,"deep-learning","true","true"
"tensorflow/tfjs","https://github.com/tensorflow/tfjs","tfjs","tensorflow","A WebGL accelerated JavaScript library for training and deploying ML models.","TypeScript","Apache-2.0","Apache License 2.0","true",19143,4328,"2018-03-05T05:41:02Z","2026-09-23T21:33:30Z","2017-08-03T17:45:13Z","2026-04-06T16:18:15Z",104.07,"deep-learning; machine-learning; deep-neural-network; neural-network","true","true"
"wkentaro/labelme","https://github.com/wkentaro/labelme","labelme","wkentaro","Image annotation with Python. Supports polygon, rectangle, circle, line, point, and AI-assisted annotation.","Python","GPL-3.0","GNU General Public License v3.0","true",16192,986,"2016-05-09T12:30:26Z","2026-09-26T02:36:57Z","2011-09-28T22:55:04Z","2026-09-18T07:59:23Z",179.64,"deep-learning; computer-vision","true","true"
"cmusatyalab/openface","https://github.com/cmusatyalab/openface","openface","cmusatyalab","Face recognition with deep neural networks.","Lua","Apache-2.0","Apache License 2.0","true",15444,383,"2015-09-16T12:47:27Z","2026-09-25T19:08:59Z","2015-09-18T20:57:25Z","2026-07-18T15:27:00Z",129.95,"deep-learning","true","true"
"aleju/imgaug","https://github.com/aleju/imgaug","imgaug","aleju","Image augmentation for machine learning experiments.","Python","MIT","MIT License","true",14741,518,"2015-07-10T20:31:33Z","2026-09-22T20:06:42Z","2015-07-10T20:31:34Z","2020-06-01T14:58:26Z",58.73,"deep-learning; machine-learning","true","true"
"davisking/dlib","https://github.com/davisking/dlib","dlib","davisking","A toolkit for making real world machine learning and data analysis applications in C++","C++","BSL-1.0","Boost Software License 1.0","true",14448,2245,"2014-01-29T00:45:33Z","2026-09-25T16:48:17Z","2008-05-02T14:15:48Z","2026-09-23T02:59:44Z",220.68,"deep-learning; machine-learning; computer-vision","true","true"
"jindongwang/transferlearning","https://github.com/jindongwang/transferlearning","transferlearning","jindongwang","Transfer learning / domain adaptation / domain generalization / multi-task learning etc. Papers, codes, datasets, applications, tutorials.-迁移学习","Python","MIT","MIT License","true",14359,349,"2017-04-30T11:32:21Z","2026-09-25T08:12:19Z","2017-07-03T06:49:01Z","2026-02-09T16:27:22Z",103.27,"deep-learning; machine-learning","true","true"
"dmlc/dgl","https://github.com/dmlc/dgl","dgl","dmlc","Python package built to ease deep learning on graph, on top of existing DL frameworks.","Python","Apache-2.0","Apache License 2.0","true",14286,2828,"2018-04-20T14:49:09Z","2026-09-26T02:02:40Z","2018-04-20T14:46:32Z","2025-07-31T23:53:10Z",87.36,"deep-learning","true","true"
"apache/tvm","https://github.com/apache/tvm","tvm","apache","Open Machine Learning Compiler Framework","Python","Apache-2.0","Apache License 2.0","true",13778,3924,"2016-10-12T22:20:28Z","2026-09-26T00:28:38Z","2016-10-12T22:20:28Z","2026-09-26T00:28:33Z",119.42,"deep-learning; machine-learning","true","true"
"Data-Centric-AI-Community/fg-data-profiling","https://github.com/Data-Centric-AI-Community/fg-data-profiling","fg-data-profiling","Data-Centric-AI-Community","1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames. ","Python","MIT","MIT License","true",13712,861,"2016-01-09T23:47:55Z","2026-09-24T15:19:39Z","2016-01-09T23:45:18Z","2026-09-11T18:43:12Z",128.05,"deep-learning; machine-learning","true","true"
"jacobgil/pytorch-grad-cam","https://github.com/jacobgil/pytorch-grad-cam","pytorch-grad-cam","jacobgil","Advanced AI Explainability for computer vision.  Support for CNNs, Vision Transformers, Classification, Object detection, Segmentation, Image similarity and more.","Python","MIT","MIT License","true",12982,446,"2017-05-31T19:55:15Z","2026-09-25T21:41:17Z","2017-05-31T20:04:37Z","2026-08-13T07:15:26Z",110.4,"deep-learning; machine-learning; computer-vision; image-classification; object-detection","true","true"
"chenyuntc/pytorch-book","https://github.com/chenyuntc/pytorch-book","pytorch-book","chenyuntc","PyTorch tutorials and fun projects including neural talk, neural style, poem writing, anime generation (《深度学习框架PyTorch：入门与实战》)","Jupyter Notebook","MIT","MIT License","true",12847,219,"2017-05-24T07:49:38Z","2026-09-25T09:14:13Z","2017-11-28T15:06:17Z","2022-08-14T09:21:29Z",56.5,"deep-learning; image-classification","true","true"
"zalandoresearch/fashion-mnist","https://github.com/zalandoresearch/fashion-mnist","fashion-mnist","zalandoresearch","A MNIST-like fashion product database. Benchmark :point_down: ","Python","MIT","MIT License","true",12835,106,"2017-08-25T12:05:15Z","2026-09-24T12:17:07Z","2017-08-25T12:24:31Z","2022-03-21T13:01:52Z",54.83,"deep-learning; machine-learning; computer-vision; convolutional-neural-networks","true","true"
"milesial/Pytorch-UNet","https://github.com/milesial/Pytorch-UNet","Pytorch-UNet","milesial","PyTorch implementation of the U-Net for image semantic segmentation with high quality images","Python","GPL-3.0","GNU General Public License v3.0","true",11677,462,"2017-08-16T12:17:08Z","2026-09-25T15:30:39Z","2017-08-16T12:17:08Z","2024-02-11T00:59:01Z",77.84,"deep-learning; convolutional-neural-networks","true","true"
"wandb/wandb","https://github.com/wandb/wandb","wandb","wandb","The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation to production.","Python","MIT","MIT License","true",11260,3908,"2017-03-24T05:46:23Z","2026-09-25T21:50:45Z","2017-02-21T07:25:41Z","2026-09-25T21:50:36Z",115.1,"deep-learning; machine-learning; reinforcement-learning","true","true"
"aws/amazon-sagemaker-examples","https://github.com/aws/amazon-sagemaker-examples","amazon-sagemaker-examples","aws","Example 📓 Jupyter notebooks that demonstrate how to build, train, and deploy machine learning models using 🧠 Amazon SageMaker. ","Jupyter Notebook","Apache-2.0","Apache License 2.0","true",10989,1457,"2017-10-23T05:55:22Z","2026-09-25T19:09:45Z","2017-10-25T18:13:05Z","2026-09-09T20:34:41Z",106.47,"deep-learning; machine-learning; reinforcement-learning","true","true"
"mozilla/TTS","https://github.com/mozilla/TTS","TTS","mozilla",":robot: :speech_balloon: Deep learning for Text to Speech  (Discussion forum: https://discourse.mozilla.org/c/tts)","Jupyter Notebook","MPL-2.0","Mozilla Public License 2.0","true",10172,570,"2018-01-23T14:22:06Z","2026-09-26T01:25:19Z","2018-01-22T09:48:59Z","2021-02-12T10:36:31Z",36.7,"deep-learning","true","true"
"OpenMined/PySyft","https://github.com/OpenMined/PySyft","PySyft","OpenMined","Perform data science on data that remains in someone else's server","Python","Apache-2.0","Apache License 2.0","true",10035,3417,"2017-07-18T20:41:16Z","2026-09-25T18:54:51Z","2017-07-18T20:41:16Z","2026-09-25T18:54:41Z",110.25,"deep-learning","true","true"
"yzhao062/pyod","https://github.com/yzhao062/pyod","pyod","yzhao062","A Python library for anomaly detection across tabular, time series, graph, text, image, and audio data. 60+ detectors, benchmark-backed ADEngine orchestration, and an agentic workflow for AI agents.","Python","BSD-2-Clause","BSD 2-Clause ""Simplified"" License","true",10011,378,"2017-10-03T20:29:04Z","2026-09-25T05:05:54Z","2017-10-03T20:29:04Z","2026-09-17T02:16:29Z",107.43,"deep-learning; machine-learning; multimodal","true","true"
"espnet/espnet","https://github.com/espnet/espnet","espnet","espnet","End-to-End Speech Processing Toolkit","Python","Apache-2.0","Apache License 2.0","true",9970,2501,"2017-12-13T00:45:11Z","2026-09-25T19:26:44Z","2017-12-13T00:50:36Z","2026-09-24T22:38:17Z",105.38,"deep-learning","true","true"
"onnx/models","https://github.com/onnx/models","models","onnx","A collection of pre-trained, state-of-the-art models in the ONNX format ","Jupyter Notebook","Apache-2.0","Apache License 2.0","true",9807,403,"2017-10-06T00:03:03Z","2026-09-25T19:49:20Z","2017-10-05T23:53:59Z","2026-08-01T04:35:14Z",105.82,"deep-learning","true","true"
"jadore801120/attention-is-all-you-need-pytorch","https://github.com/jadore801120/attention-is-all-you-need-pytorch","attention-is-all-you-need-pytorch","jadore801120","A PyTorch implementation of the Transformer model in ""Attention is All You Need"".","Python","MIT","MIT License","true",9800,181,"2017-06-14T10:15:20Z","2026-09-25T15:17:06Z","2017-06-14T10:15:20Z","2021-02-17T13:30:47Z",44.16,"deep-learning; natural-language-processing; nlp","true","true"
"Oneflow-Inc/oneflow","https://github.com/Oneflow-Inc/oneflow","oneflow","Oneflow-Inc","OneFlow is a deep learning framework designed to be user-friendly, scalable and efficient.","C++","Apache-2.0","Apache License 2.0","true",9436,1063,"2017-02-11T06:09:53Z","2026-09-25T16:00:53Z","2017-02-13T06:35:27Z","2025-08-20T10:29:38Z",102.17,"deep-learning; machine-learning; neural-network","true","true"
"keras-team/autokeras","https://github.com/keras-team/autokeras","autokeras","keras-team","AutoML library for deep learning","Python","Apache-2.0","Apache License 2.0","true",9332,918,"2017-11-19T23:18:20Z","2026-09-21T17:46:58Z","2017-11-19T23:18:21Z","2025-11-25T02:26:35Z",96.16,"deep-learning; machine-learning","true","true"
